Título da checagem,Data da checagem,Natureza da notícia,Candidato(s) favorecidos(s) pela notícia falsa,Agência,Link
"Mandado de injunção não está relacionado às eleições, nem às urnas eletrônicas",11/25/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/mandado-de-injuncao-nao-esta-relacionado-as-eleicoes-nem-as-urnas-eletronicas
Resultado das eleições não está sob análise; relatório das Forças Armadas não apontou fraude no pleito,11/28/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/resultado-das-eleicoes-nao-esta-sob-analise-relatorio-das-forcas-armadas-nao-apontou-fraude-no-pleito
Mulher engana ao afirmar que relatório apócrifo comprova fraude nas eleições,11/28/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/mulher-engana-ao-afirmar-que-relatorio-apocrifo-comprova-fraude-nas-eleicoes
Áudio viral mente ao afirmar que votos registrados depois das 17h são indício de fraude e que mesários poderiam votar por eleitores,11/28/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/audio-viral-mente-ao-afirmar-que-votos-registrados-depois-das-17h-sao-indicio-de-fraude-e-que-mesarios-poderiam-votar-por-eleitores
Urnas eletrônicas não foram descartadas de forma ilegal em Porto Alegre (RS),11/29/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/urnas-eletronicas-nao-foram-descartadas-de-forma-ilegal-em-porto-alegre-rs
Relatório de partido político é enganoso e não embasa convocação de novas eleições,11/30/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/relatorio-de-partido-politico-e-enganoso-e-nao-embasa-convocacao-de-novas-eleicoes
Boato: presidente da Rússia não falou que interviria se houvesse fraude nas eleições brasileiras,11/30/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/boato-presidente-da-russia-nao-falou-que-interviria-se-houvesse-fraude-nas-eleicoes-brasileiras
Emir do Qatar não mencionou eleições brasileiras na abertura da Copa do Mundo de 2022,11/30/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/emir-do-qatar-nao-mencionou-eleicoes-brasileiras-na-abertura-da-copa-do-mundo-de-2022
Primeiro-ministro holandês não confirmou que eleição presidencial brasileira foi fraudada,11/30/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/primeiro-ministro-holandes-nao-confirmou-que-eleicao-presidencial-brasileira-foi-fraudada
"Seção em Itabaianinha (SE) foi agregada e não desapareceu, como afirmou eleitor em vídeo enganoso",11/30/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/secao-em-itabaianinha-se-foi-agregada-e-nao-desapareceu-como-afirmou-eleitor-em-video-enganoso
Instituto alemão não apontou fraude nas Eleições Gerais 2022,11/30/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/instituto-alemao-nao-apontou-fraude-nas-eleicoes-gerais-2022
Texto mente ao afirmar que urnas possuem dois códigos-fonte distintos e que houve fraude nas eleições,12/1/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/texto-mente-ao-afirmar-que-urnas-possuem-dois-codigos-fonte-distintos-e-que-houve-fraude-nas-eleicoes
"Código-fonte já foi inspecionado pelas Forças Armadas, ao contrário do que diz mensagem do WhatsApp",12/1/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/codigo-fonte-ja-foi-inspecionado-pelas-forcas-armadas-ao-contrario-do-que-diz-mensagem-do-whatsapp
