,Título da checagem,Data da checagem,Natureza da notícia,Candidato(s) favorecidos(s) pela notícia falsa,Agência,Link
218,Votos de eleitores não foram revelados a partir da decodificação de urnas,11/24/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/comprova/ultimas-noticias/2022/11/24/votos-de-eleitores-nao-foram-revelados-a-partir-da-decodificacao-de-urnas.htm
219,É falso que Moraes tenha comprado oito imóveis por R$ 4 milhões cada,11/24/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/24/e-falso-que-moraes-tenha-comprado-oito-imoveis-por-r-4-milhoes-cada.htm
220,Vídeos replicam informações falsas de relatório do PL nas redes sociais,11/24/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/24/o-que-e-log-de-urna.htm
221,Covid: É falso que remédio da Pfizer tenha mesmo mecanismo da ivermectina,11/25/2022,Falsa,indefinido,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/25/paxlovid-ivermectina-falso.htm
222,"Alckmin não quer acabar com Bolsa Família, mas excluir do teto de gastos",11/25/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/25/alckmin-exclusao-bolsa-familia-falso.htm
223,Richarlison não dedicou gols contra a Sérvia a Bolsonaro,11/28/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/28/richarlison-gol-bolsonaro-falso.htm
224,Post distorce fala antiga de Bolsonaro e a associa ao discurso de Valdemar,11/28/2022,Falsa,indefinido,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/28/distorcido-bolsonaro-pronunciamento-tse-moraes-fraude.htm
225,Teoria conspiratória diz que Lula morreu e foi substituído,11/29/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/29/teoria-conspiratoria-diz-que-lula-morreu-e-foi-substituido.htm
226,É falso que público gritou 'Lula ladrão' na abertura da Copa de 2022,11/29/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/29/falso-gritos-lula-ladrao-abertura-copa-2022.htm
227,É falso áudio atribuído a Tarcísio convocando manifestantes aos quartéis,11/30/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/30/audio-falso-tarcisio-quartel.htm
