,Título da checagem,Data da checagem,Natureza da notícia,Candidato(s) favorecidos(s) pela notícia falsa,Agência,Link
234,Vídeo não mostra prefeito do PT na Bahia sendo preso por roubar R$ 30 milhões,10/30/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-nao-mostra-prefeito-do-pt-na-bahia-sendo-preso-por-roubar-r-30-milhoes/
235,"Painel de mesário mostra número de eleitores com biometria, não votos para Lula e Bolsonaro",10/31/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/painel-de-mesario-mostra-numero-de-eleitores-com-biometria-nao-votos-para-lula-e-bolsonaro/
236,"Vídeo mostra entrevista de Bolsonaro em 26 de outubro, não pronunciamento após derrota",10/31/2022,Falsa,indefinido,Aos Fatos,https://www.aosfatos.org/noticias/video-mostra-entrevista-de-bolsonaro-em-26-de-outubro-nao-pronunciamento-apos-derrota/
237,É falso que Lula chamou caminhoneiros de ‘vagabundos fascistas’,10/31/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-caminhoneiros-vagabundos-fascistas/
238,Soma de percentuais de votos de Lula e Bolsonaro nas regiões não prova fraude,10/31/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/percentuais-votos-lula-bolsonaro-regioes/
239,"Vídeo mostra treinamento militar em Campinas, não tanques do Exército rumo a Brasília",11/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-exercito-rumo-a-brasilia/
240,"Vídeo de policiais no Congresso foi gravado em 2017, não após o segundo turno",11/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-policiais-congresso-gravado-2017-nao-apos-segundo-turno/
241,É falso que artigo 142 prevê que presidente deve ficar em silêncio por 72 horas após eleições,11/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-artigo-142-preve-que-presidente-deve-ficar-em-silencio-por-72-horas-apos-eleicoes/
242,É falso que vídeo mostra discurso de Bolsonaro pedindo intervenção militar após 2º turno,11/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-discurso-bolsonaro-intervencao-militar/
243,"Bolsonaro postou texto sobre ‘50 tons de vermelho’ em setembro, não após 2º turno",11/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/bolsonaro-50-tons-de-vermelho-setembro/
244,"Vídeo que mostra policiais cantando hino nacional com caminhoneiros é de 2018, não atual",11/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-que-mostra-policiais-cantando-hino-nacional-com-caminhoneiros-e-de-2018-nao-atual/
245,Vídeo em que bolsonaristas oram na Esplanada dos Ministérios foi registrado antes do segundo turno,11/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-bolsonaristas-oracao-esplanada-ministerios-registrado-antes-segundo-turno/
246,É falso tuíte de Bolsonaro sobre reunião com generais e ministro da Justiça após derrota na eleição,11/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-tuite-bolsonaro-generais/
247,CNN não noticiou que Lula tem planos taxar Pix e congelar poupanças,11/2/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-lula-taxar-pix-congelar-poupanca/
248,Vídeo gravado no Espírito Santo em 2018 é usado para inflar atos golpistas no Rio de Janeiro,11/2/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-espirito-santo-2018-nao-niteroi-2022/
249,"Vídeo de tropas do Exército em Niterói é de 2018, não deste ano",11/2/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-exercito-niteroi-2018/
250,Lula não publicou tuítes dizendo que irá criar ‘Guarda Nacional’ e desarmar polícias,11/2/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-nao-publicou-tuites-dizendo-que-ira-criar-guarda-nacional-e-desarmar-policias/
251,"Bolsonaro, não Lula, enviou ao Congresso Orçamento com auxílio de R$ 405",11/2/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-bolsonaro-auxilio-brasil-400-reais-2023/
252,Urna em Mato Grosso com 100% dos votos para Lula não é prova de fraude eleitoral,11/2/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/urna-todos-votos-lula-nao-prova-fraude/
253,Ratinho não chamou de ‘imbecis’ manifestantes golpistas que bloqueiam estradas,11/2/2022,Falsa,Lula,Aos Fatos,https://www.aosfatos.org/noticias/falso-ratinho-manifestantes-golpistas-imbecis/
254,"É mentira que vídeo mostra visita de Lula a Marcola, líder do PCC, após eleição",11/3/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-mentira-que-video-mostra-visita-de-lula-a-marcola-lider-do-pcc-apos-eleicao/
255,É falso que peritos federais provaram fraude nas urnas em 2022,11/3/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-peritos-federais-fraude-urnas-2022/
256,Vídeo não mostra ministro da Defesa dizendo que houve fraude na eleição,11/3/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-nao-mostra-ministro-da-defesa-dizendo-que-houve-fraude-na-eleicao/
257,"Vídeo que mostra Malafaia em Brasília não é atual, mas do 7 de Setembro",11/3/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/malafaia-brasilia-sete-de-setembro/
258,Montagem usa vídeos antigos para dizer que Lula não quer cumprir promessa de auxílio de R$ 600,11/3/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/montagem-usa-videos-antigos-para-dizer-que-lula-nao-quer-cumprir-promessa-de-auxilio-de-r-600/
259,É falso tuíte atribuído a Lula sobre retomada do ICMS para combustíveis,11/3/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-tuite-lula-icms-combustiveis/
260,STM e Defesa não provaram fraude eleitoral nem intimaram Moraes,11/4/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/stm-e-defesa-nao-provaram-fraude-eleitoral-nem-intimaram-moraes/
261,"É falso que 5,1 milhões de votos foram 'roubados' de Bolsonaro",11/4/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-51-milhoes-de-votos-foram-roubados-de-bolsonaro/
262,Alckmin não disse que taxar o PIX é 'extremamente necessário',11/4/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/alckmin-nao-disse-taxar-pix-extremamente-necessario/
263,Mulher em vídeo mente ao dizer que Bolsonaro não teve votos contados em Manicoré,11/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-bolsonaro-nao-teve-votos-manicore-am/
264,As mentiras sobre a urna eletrônica divulgadas por site argentino a partir de texto apócrifo,11/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/site-argentino-mentiras-urna-eletronica/
265,É falso que seção de Petrópolis não teve votos contabilizados,11/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-secao-petropolis-sem-votos-contabilizados/
266,É falso que voto de eleitor de Miami não foi computado pelo TSE pois seção sumiu,11/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-voto-miami-nao-computado/
267,"Vídeo de militares em estação de trem de Suzano é de 2018, não recente",11/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/exercito-estacao-cptm-suzano-2018/
268,Vídeo de 2017 em que PM apoia Mourão e pede golpe militar volta a circular como se fosse atual,11/8/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-2017-pm-mourao-golpe-militar/
269,É falso que Putin anunciou intervenção no Brasil em caso de fraude eleitoral,11/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-putin-intervencao-brasil-fraude-eleitoral/
270,Eleitor brasileiro no Canadá engana ao sugerir em vídeo que seu voto não foi contabilizado,11/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-canada-video-voto-nao-contabilizado/
271,É falso que TSE não contabilizou votos de São Pedro da Aldeia e isso indicaria fraude,11/8/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-tse-nao-contabilizou-voto-sao-pedro-da-aldeia/
272,Lula não prometeu e Jovem Pan não noticiou indulto a Adélio Bispo,11/9/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-nao-prometeu-indulto-adelio-bispo/
273,"Vídeo em que senador pede impeachment de ministros do STF é de 2019, não recente",11/9/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-2019-senador-impeachment-ministros-stf/
274,"Vídeo mostra ato do 7 de Setembro em Brasília, não manifestação recente",11/9/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-mostra-ato-do-7-de-setembro-em-brasilia-nao-manifestacao-recente/
275,Homem que critica caminhoneiros em vídeo não é filho de Lula,11/9/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-video-critica-caminhoneiros-filho-de-lula/
276,"Vídeo mostra militares no metrô de São Paulo no 7 de Setembro, não recentemente em Jundiaí",11/9/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-mostra-militares-no-metro-de-sao-paulo-no-7-de-setembro-nao-recentemente-em-jundiai/
277,Militar assassinado em Campinas não integrava grupo de fiscalização das eleições,11/10/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/militar-morto-campinas-nao-integrava-grupo-de-fiscalizacao-tse/
278,Montagem muda faixa bolsonarista para incluir ‘ereção’ no lugar de ‘eleição’,11/10/2022,Falsa,Lula,Aos Fatos,https://www.aosfatos.org/noticias/falso-montagem-faixa-bolsonarista-erection/
279,Lula não reduziu o Auxílio Brasil para R$ 375 nem disse que manterá o benefício por mais quatro meses,11/11/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-nao-reduziu-auxilio-brasil/
280,"Internação, ficha suja, chacota internacional: mentiras virais sobre Lula na 1ª semana da transição",11/11/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-internacao-ficha-suja-lula/
281,Janones não disse que Lula vai acabar com o Auxílio Brasil,11/11/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/janones-nao-disse-que-lula-vai-acabar-com-o-auxilio-brasil/
282,Bolsonaro não chamou apoiadores dele de ‘marginais’ e ‘terroristas’,11/11/2022,Falsa,Lula,Aos Fatos,https://www.aosfatos.org/noticias/falso-bolsonaro-apoiadores-marginais-terroristas/
283,É falso que vídeo mostra petistas atirando em igreja,11/14/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-video-petistas-atirando-igreja/
284,Vídeos antigos de Bolsonaro e de militares circulam fora de contexto para estimular manifestações,11/14/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/videos-antigos-bolsonaro-militares-fora-de-contexto/
285,"Na COP27, Lula cita quedas e omite altas de desmatamento nos governos do PT",11/16/2022,,Lula,Aos Fatos,https://www.aosfatos.org/noticias/discurso-lula-cop27/
286,"Ministros do STF são alvos de reportagens falsas, vídeos antigos e mentiras já desbancadas",11/16/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/ministros-stf-brazil-conference-nova-york/
287,Logs das urnas não identificam nomes e votos dos eleitores,11/17/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/log-urna-nao-identifica-nome-voto/
288,É falso que equipe de transição de Lula possui 283 pessoas que recebem R$ 17 mil mensais,11/18/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-equipe-transicao-lula-283-pessoas-17-mil/
289,É falso que Lula não foi convidado para a COP27 e falou para ‘ONG esquerdista’,11/18/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-lula-nao-foi-convidado-cop27-ong-esquerdista/
290,Títulos de eleitor no lixo não provam fraude eleitoral no Ceará,11/21/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-titulos-eleitor-lixo-provam-fraude/
291,É falso que Bolsonaro assinou mandado de injunção para obter código-fonte das urnas,11/21/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-bolsonaro-mandado-injuncao/
292,"Tendas do Exército na praça da Sé são para população de rua, não golpe militar",11/21/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/exercito-praca-da-se-sp-populacao-de-rua/
293,É falso que petista é dono de caminhão que transportou urnas em São Paulo,11/22/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-petista-dono-caminhao-transportou-urnas/
294,"Foto mostra urnas após acidente no RN, não jogadas no lixo em Porto Alegre",11/22/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-urnas-dmlu-porto-alegre/
295,É falso que TRF-1 apagou processos contra Lula,11/22/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-trf1-apagou-processos-contra-lula/
296,Partido de Bolsonaro requenta informações falsas e pede que TSE anule só o 2º turno,11/22/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/relatorio-pl-tse-bolsonaro-segundo-turno/
297,Lula não disse que irá colocar ‘caminhoneiros em seu devido lugar’,11/23/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-lula-caminhoneiros-em-seu-devido-lugar/
298,É falso que Bolsonaro ganhou a eleição presidencial com 51% dos votos,11/23/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-bolsonaro-51-segundo-turno/
299,Homem que faz denúncias falsas de fraude em vídeo não é servidor exonerado do TSE,11/24/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-fraude-servidor-exonerado-do-tse/
300,"Mentiras nas redes misturam Copa e política, como falsa dedicatória de Richarlison a Bolsonaro",11/25/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-richarlison-dedicou-gols-bolsonaro/
301,Vídeo antigo de Bolsonaro sobre promoção de generais volta a circular como se fosse atual,11/29/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-antigo-bolsonaro-promocao-generais/
302,Áudios golpistas atribuídos a Tarcísio de Freitas não foram gravados por ele,11/29/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-audios-tarcisio-de-freitas/
303,"Eduardo Bolsonaro apareceu na transmissão da Copa do Mundo, não é montagem de Janones",11/30/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/eduardo-bolsonaro-copa-do-mundo/
304,Vídeo antigo de Eduardo Bolsonaro nos EUA circula como se fosse palestra recente no Qatar,11/30/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-antigo-eduardo-bolsonaro-eua-nao-qatar/
305,Vídeo é editado para dizer que Lula se corrigiu e só prometeu ‘picanha de soja’,11/30/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/montagem-lula-picanha-de-soja/
306,Vídeo que mostra transporte do corpo de Gal Costa é usado para dizer que Lula está morto,12/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-gal-costa-nao-lula-morto/
307,Vídeo antigo de protesto de indígenas em Brasília volta às redes como se fosse atual,12/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-antigo-protesto-de-indigenas-em-brasilia-volta-as-redes-como-se-fosse-atual/
308,Mulher trans agredida em vídeo não é petista nem estava no Qatar,12/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-mulher-trans-agredida-petista-qatar/
309,É falso que Lula anunciou criação da Guarda Nacional,12/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-lula-guarda-nacional/
